ptt,tuid,year,month,day,longitude,latitude,date,type,depth_min,temp_depth_min,depth_max,depth_range,tsst
52559,0,2004,11,06,-73.2155,34.5914,11/06/2004,gpe,NaN,NaN,NaN,NaN,NaN
52559,0,2004,11,07,-73.2509,34.2217,11/07/2004,gpe,NaN,NaN,NaN,NaN,NaN
52559,33,2004,11,08,-73.784,33.823,11/08/2004,gpe,1,NaN,56,55,12.8
52559,36,2004,11,12,-73.7847,32.9777,11/12/2004,gpe,1,NaN,924,923,19.35
52559,37,2004,11,13,-73.7674,32.8184,11/13/2004,pdt,1,NaN,640,639,19.0
52559,39,2004,11,15,-73.6215,31.9825,11/15/2004,pdt,1,NaN,724,723,23.198
52559,40,2004,11,16,-73.8143,31.3572,11/16/2004,pdt,140,NaN,828,688,21.2
52559,41,2004,11,17,-74.0034,30.8822,11/17/2004,pdt,240,NaN,784,544,21.0
52559,42,2004,11,18,-74.062,30.709,11/18/2004,pdt,220,NaN,780,560,21.2
52559,43,2004,11,19,-74.0689,30.3041,11/19/2004,pdt,104,NaN,784,680,22.6
52559,44,2004,11,20,-74.4061,29.9273,11/20/2004,pdt,232,NaN,848,616,19.6
52559,46,2004,11,22,-74.0973,29.5742,11/22/2004,pdt,212,NaN,788,576,19.8
52559,48,2004,11,25,-74.1023,28.8988,11/25/2004,pdt,148,NaN,772,624,20.2
52559,49,2004,11,26,-73.7367,28.4859,11/26/2004,pdt,1,NaN,776,775,22.8
52559,50,2004,11,27,-73.5674,28.2988,11/27/2004,pdt,252,NaN,820,568,18.8
52559,51,2004,11,29,-73.8564,27.5152,11/29/2004,pdt,136,NaN,820,684,20.6
52559,52,2004,11,30,-73.6194,27.3743,11/30/2004,pdt,184,NaN,644,460,20.0
52559,53,2004,12,01,-73.8401,27.063,12/01/2004,pdt,1,NaN,760,759,24.0
52559,54,2004,12,02,-73.9741,26.9083,12/02/2004,pdt,200,NaN,816,616,19.4
52559,56,2004,12,04,-74.2777,26.423,12/04/2004,pdt,224,NaN,720,496,19.2
52559,57,2004,12,05,-74.2574,25.9624,12/05/2004,pdt,192,NaN,748,556,19.8
52559,59,2004,12,07,-74.431,25.8898,12/07/2004,pdt,288,NaN,716,428,19.0
52559,61,2004,12,12,-74.2605,25.004,12/12/2004,pdt,352,NaN,608,256,18.6
52559,63,2004,12,14,-74.5455,24.575,12/14/2004,pdt,216,NaN,524,308,20.6
52559,64,2004,12,15,-74.0495,24.0592,12/15/2004,pdt,316,NaN,764,448,18.6
52559,65,2004,12,16,-73.7556,23.0495,12/16/2004,pdt,392,NaN,708,316,18.0
52559,67,2004,12,18,-73.7683,22.649,12/18/2004,pdt,316,NaN,540,224,18.8
52559,68,2004,12,19,-73.0641,22.2283,12/19/2004,pdt,208,NaN,756,548,20.6
52559,69,2004,12,20,-73.0848,22.1671,12/20/2004,pdt,288,NaN,672,384,18.4
52559,70,2004,12,22,-73.0738,21.7468,12/22/2004,pdt,308,NaN,736,428,17.4
52559,71,2004,12,23,-73.0825,21.7256,12/23/2004,pdt,304,NaN,644,340,18.4
52559,72,2004,12,24,-73.5441,21.3749,12/24/2004,pdt,312,NaN,636,324,17.8
52559,73,2004,12,25,-73.4199,21.361,12/25/2004,pdt,264,NaN,684,420,19.0
52559,76,2004,12,31,-73.7444,21.1714,12/31/2004,pdt,276,NaN,836,560,18.0
52559,77,2005,01,01,-73.1726,20.7621,01/01/2005,pdt,256,NaN,684,428,18.4
52559,79,2005,01,03,-72.7196,20.7322,01/03/2005,pdt,212,NaN,748,536,20.2
52559,81,2005,01,06,-72.7322,20.7232,01/06/2005,pdt,180,NaN,656,476,22.2
52559,82,2005,01,07,-73.0334,20.5286,01/07/2005,pdt,276,NaN,724,448,18.4
52559,83,2005,01,09,-73.1238,20.3341,01/09/2005,pdt,256,NaN,892,636,18.2
52559,85,2005,01,11,-73.4633,20.1858,01/11/2005,pdt,284,NaN,788,504,18.0
52559,86,2005,01,12,-73.3938,20.2168,01/12/2005,pdt,180,NaN,784,604,20.8
52559,87,2005,01,13,-73.3593,20.3733,01/13/2005,pdt,304,NaN,756,452,17.8
52559,88,2005,01,18,-73.6007,20.3425,01/18/2005,pdt,260,NaN,740,480,19.0
52559,89,2005,01,19,-73.4367,20.3319,01/19/2005,pdt,336,NaN,612,276,16.8
52559,90,2005,01,20,-73.6649,20.2778,01/20/2005,pdt,328,NaN,688,360,17.6
52559,94,2005,01,27,-74.1314,19.6618,01/27/2005,pdt,272,NaN,692,420,18.2
52559,95,2005,01,28,-74.3726,19.3683,01/28/2005,pdt,248,NaN,528,280,18.8
52559,96,2005,01,29,-74.5275,19.125,01/29/2005,pdt,292,NaN,780,488,17.6
52559,97,2005,01,30,-74.8024,19.0334,01/30/2005,pdt,220,NaN,608,388,19.4
52559,0,2005,01,31,-75.13,18.6,01/31/2005,pop,NaN,NaN,NaN,NaN,NaN
52562,0,2005,10,03,-70.2651,42.019,10/03/2005,tag,NaN,NaN,NaN,NaN,NaN
52562,0,2005,10,30,-62.716,33.9992,10/30/2005,gpe,NaN,NaN,NaN,NaN,NaN
52562,0,2005,10,31,-63.1062,33.5799,10/31/2005,gpe,NaN,NaN,NaN,NaN,NaN
52562,0,2005,11,04,-63.2649,36.0695,11/04/2005,gpe,NaN,NaN,NaN,NaN,NaN
52562,0,2005,11,05,-63.1018,35.5373,11/05/2005,gpe,NaN,NaN,NaN,NaN,NaN
52562,13,2005,11,06,-66.6123,39.2275,11/06/2005,gpe,1,NaN,48,47,15.2
52562,0,2005,11,08,-62.944,34.446,11/08/2005,gpe,NaN,NaN,NaN,NaN,NaN
52562,14,2005,11,08,-64.974,36.8927,11/08/2005,gpe,20,NaN,36,16,15.0
52562,22,2005,11,16,-61.8329,31.4332,11/16/2005,pdt,288,NaN,960,672,11.6
52562,24,2005,11,19,-61.7883,29.3669,11/19/2005,pdt,20,NaN,584,564,19.4
52562,27,2005,11,22,-61.3507,28.2528,11/22/2005,pdt,148,NaN,644,496,20.2
52562,30,2005,11,24,-60.6198,26.7251,11/24/2005,pdt,204,NaN,768,564,20.2
52562,40,2005,12,09,-60.2732,24.0892,12/09/2005,pdt,316,NaN,640,324,18.6
52562,42,2005,12,14,-58.5854,22.4624,12/14/2005,pdt,328,NaN,604,276,18.4
52562,50,2005,12,28,-56.3702,20.8436,12/28/2005,pdt,372,NaN,592,220,18.8
52562,60,2006,01,17,-54.1812,17.4919,01/17/2006,pdt,352,NaN,676,324,18.0
52562,71,2006,02,08,-52.2188,13.9025,02/08/2006,pdt,264,NaN,724,460,15.8
52562,72,2006,02,09,-50.6496,11.8155,02/09/2006,pdt,152,NaN,720,568,19.6
52562,73,2006,02,10,-50.3186,10.5109,02/10/2006,pdt,1,NaN,668,667,26.55
52562,74,2006,02,14,-49.7636,9.8181,02/14/2006,pdt,200,NaN,800,600,16.6
52562,81,2006,02,26,-48.6446,7.7824,02/26/2006,pdt,200,NaN,640,440,17.4
52562,82,2006,02,28,-47.9099,7.3762,02/28/2006,pdt,216,NaN,508,292,18.0
52562,85,2006,03,02,-47.2658,6.5353,03/02/2006,pdt,208,NaN,680,472,17.8
52562,90,2006,03,18,-46.1815,6.4026,03/18/2006,pdt,348,NaN,776,428,12.6
52562,91,2006,03,19,-45.4899,6.0329,03/19/2006,pdt,172,NaN,576,404,19.8
52562,93,2006,03,20,-45.3685,5.9194,03/20/2006,pdt,172,NaN,612,440,19.0
52562,98,2006,03,26,-45.321,5.9702,03/26/2006,pdt,180,NaN,632,452,18.0
52562,102,2006,03,30,-45.2229,5.8905,03/30/2006,pdt,212,NaN,516,304,17.0
52562,106,2006,04,13,-46.549,7.2811,04/13/2006,pdt,304,NaN,540,236,17.2
52562,108,2006,04,15,-47.5959,7.8039,04/15/2006,pdt,356,NaN,852,496,14.6
52562,116,2006,04,23,-48.1748,7.1445,04/23/2006,pdt,292,NaN,712,420,16.4
52562,117,2006,04,27,-48.0208,7.1728,04/27/2006,pdt,320,NaN,532,212,15.6
52562,119,2006,04,27,-47.8839,7.1978,04/27/2006,pdt,268,NaN,612,344,17.0
52562,122,2006,05,02,-47.6016,6.8723,05/02/2006,pdt,180,NaN,660,480,20.2
52562,123,2006,05,03,-47.3478,6.8847,05/03/2006,pdt,256,NaN,524,268,15.8
52562,124,2006,05,05,-47.25,5.7607,05/05/2006,pdt,264,NaN,680,416,16.4
52562,127,2006,05,10,-46.4607,5.2782,05/10/2006,pdt,152,NaN,744,592,16.8
52562,129,2006,05,12,-45.8214,4.3189,05/12/2006,pdt,164,NaN,716,552,21.0
52562,133,2006,05,20,-44.7636,2.9443,05/20/2006,pdt,236,NaN,564,328,10.4
52562,139,2006,06,02,-41.77,-2.15,06/02/2006,pop,1,NaN,648,647,28.4
52563,0,2005,07,21,-69.6731,41.68,07/21/2005,tag,NaN,NaN,NaN,NaN,NaN
52563,2,2005,07,23,-69.3075,41.2064,07/23/2005,gpe,1,NaN,44,43,14.2
52563,0,2005,07,24,-69.6299,41.0549,07/24/2005,gpe,NaN,NaN,NaN,NaN,NaN
52563,0,2005,07,31,-69.8049,40.6444,07/31/2005,gpe,NaN,NaN,NaN,NaN,NaN
52563,0,2005,08,19,-71.3002,39.6776,08/19/2005,gpe,NaN,NaN,NaN,NaN,NaN
52563,0,2005,08,20,-72.0148,39.4907,08/20/2005,gpe,NaN,NaN,NaN,NaN,NaN
52563,0,2005,08,20,-72.4769,39.0865,08/20/2005,gpe,NaN,NaN,NaN,NaN,NaN
52563,31,2005,08,24,-72.5689,38.534,08/24/2005,pdt,340,NaN,616,276,8.8
52563,42,2005,09,04,-72.9086,36.5578,09/04/2005,pdt,368,NaN,544,176,18.6
52563,52,2005,09,17,-72.9092,33.7666,09/17/2005,pdt,1,NaN,820,819,29.025
52563,57,2005,09,23,-73.0983,31.5126,09/23/2005,pdt,372,NaN,552,180,18.2
52563,65,2005,10,05,-71.5702,28.4514,10/05/2005,pdt,284,NaN,756,472,19.2
52563,68,2005,10,09,-71.4095,27.1098,10/09/2005,pdt,212,NaN,548,336,19.8
52563,70,2005,10,12,-70.9791,26.3419,10/12/2005,pdt,372,NaN,768,396,17.0
52563,71,2005,10,14,-70.5234,25.7237,10/14/2005,pdt,356,NaN,836,480,17.4
52563,73,2005,10,19,-70.3113,25.8277,10/19/2005,pdt,276,NaN,704,428,19.4
52563,74,2005,10,23,-70.0585,25.8294,10/23/2005,pdt,248,NaN,532,284,19.2
52563,76,2005,10,24,-69.2356,26.3385,10/24/2005,pdt,300,NaN,716,416,18.4
52563,79,2005,10,27,-69.1995,26.258,10/27/2005,pdt,320,NaN,760,440,18.0
52563,81,2005,10,28,-68.771,26.7372,10/28/2005,pdt,248,NaN,736,488,18.8
52563,82,2005,10,30,-68.9507,27.2084,10/30/2005,pdt,216,NaN,676,460,19.0
52563,84,2005,10,30,-69.0772,27.0865,10/30/2005,pdt,320,NaN,724,404,17.4
52563,87,2005,11,01,-69.1857,27.3157,11/01/2005,pdt,1,NaN,616,615,28.547
52563,90,2005,11,05,-69.0448,27.5402,11/05/2005,pdt,344,NaN,744,400,17.4
52563,91,2005,11,06,-69.247,27.6825,11/06/2005,pdt,1,NaN,584,583,28.6
52563,93,2005,11,06,-69.4049,27.7444,11/06/2005,pdt,372,NaN,520,148,16.2
52563,95,2005,11,09,-69.1193,28.056,11/09/2005,pdt,244,NaN,596,352,19.2
52563,97,2005,11,12,-68.7796,27.9497,11/12/2005,pdt,192,NaN,640,448,20.0
52563,100,2005,11,14,-69.1414,28.3049,11/14/2005,pdt,316,NaN,800,484,16.4
52563,103,2005,11,20,-68.5044,28.738,11/20/2005,pdt,392,NaN,608,216,13.6
52563,108,2005,11,23,-68.4701,28.3405,11/23/2005,pdt,280,NaN,800,520,18.2
52563,110,2005,11,29,-69.2013,27.4417,11/29/2005,pdt,268,NaN,708,440,19.0
52563,113,2005,11,30,-70.393,27.0186,11/30/2005,pdt,280,NaN,712,432,18.8
52563,114,2005,11,30,-69.9376,26.6218,11/30/2005,pdt,328,NaN,780,452,18.0
52563,116,2005,12,01,-70.3908,26.9144,12/01/2005,pdt,276,NaN,688,412,18.8
52563,119,2005,12,06,-71.2158,25.8726,12/06/2005,pdt,332,NaN,812,480,18.0
52563,122,2005,12,10,-71.1916,25.5517,12/10/2005,pdt,364,NaN,892,528,17.2
52563,126,2005,12,13,-71.813,25.1982,12/13/2005,pdt,280,NaN,700,420,18.8
52563,127,2005,12,14,-71.0356,25.1515,12/14/2005,pdt,256,NaN,704,448,19.2
52563,133,2005,12,17,-71.2605,24.8903,12/17/2005,pdt,364,NaN,500,136,17.6
52563,137,2005,12,20,-70.4994,24.6785,12/20/2005,pdt,344,NaN,756,412,17.8
52563,138,2005,12,21,-70.0364,24.6594,12/21/2005,pdt,332,NaN,716,384,18.0
52563,139,2005,12,21,-70.102,24.4366,12/21/2005,pdt,192,NaN,752,560,20.0
52563,140,2005,12,22,-70.7441,24.6117,12/22/2005,pdt,396,NaN,504,108,17.0
52563,143,2005,12,28,-70.9174,24.9618,12/28/2005,pdt,264,NaN,776,512,19.2
52563,146,2005,12,29,-70.6125,25.0681,12/29/2005,pdt,264,NaN,708,444,19.6
52563,148,2005,12,30,-70.727,25.4708,12/30/2005,pdt,340,NaN,520,180,18.2
52563,149,2005,12,30,-70.5734,25.4,12/30/2005,pdt,248,NaN,732,484,19.4
52563,150,2006,01,03,-70.9399,26.2779,01/03/2006,pdt,348,NaN,516,168,17.8
52563,152,2006,01,04,-70.1295,26.5393,01/04/2006,pdt,316,NaN,676,360,18.4
52563,154,2006,01,04,-69.8708,26.9776,01/04/2006,pdt,348,NaN,792,444,18.0
52563,155,2006,01,05,-69.5249,27.1692,01/05/2006,pdt,240,NaN,532,292,20.0
52563,156,2006,01,05,-70.1585,27.2648,01/05/2006,pdt,296,NaN,720,424,19.0
52563,164,2006,01,19,-70.9264,27.5928,01/19/2006,pdt,384,NaN,716,332,17.2
52563,166,2006,01,21,-71.2871,27.5995,01/21/2006,pdt,1,NaN,524,523,25.6
52563,167,2006,01,21,-71.3595,27.7995,01/21/2006,pdt,332,NaN,836,504,18.4
52563,171,2006,01,27,-71.8307,27.5197,01/27/2006,pdt,216,NaN,520,304,19.4
52563,174,2006,01,28,-72.5503,27.2862,01/28/2006,pdt,308,NaN,560,252,18.6
52563,175,2006,01,28,-72.0116,27.0463,01/28/2006,pdt,200,NaN,644,444,19.6
52563,177,2006,01,28,-72.5672,27.2445,01/28/2006,pdt,360,NaN,784,424,18.2
52563,183,2006,02,04,-73.3622,27.3062,02/04/2006,pdt,188,NaN,532,344,20.0
52563,184,2006,02,04,-73.2426,27.352,02/04/2006,pdt,1,NaN,708,707,24.182
52563,186,2006,02,07,-74.0904,27.6676,02/07/2006,pdt,228,NaN,784,556,19.4
52563,0,2006,02,15,-76.93,26.81,02/15/2006,pop,NaN,NaN,NaN,NaN,NaN
67810,NaN,2006,09,06,-70.38,42.106,09/06/2006,tag,NaN,NaN,NaN,NaN,NaN
67810,NaN,2006,09,09,-70.2437,42.2907,09/09/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2006,09,10,-70.0657,42.3648,09/10/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,5,2006,09,11,-69.8464,42.4063,09/11/2006,gpe,1,NaN,184,183,17.9875
67810,6,2006,09,11,-69.918,42.4273,09/11/2006,gpe,1,NaN,136,135,17.2125
67810,7,2006,09,12,-69.8131,42.3561,09/12/2006,gpe,1,NaN,160,159,17.05
67810,15,2006,09,16,-69.8716,42.4843,09/16/2006,gpe,1,NaN,80,79,15.4
67810,16,2006,09,17,-70.0343,42.5395,09/17/2006,gpe,1,NaN,32,31,13.4
67810,NaN,2006,09,18,-70.1968,42.5595,09/18/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,27,2006,09,24,-70.3388,42.5627,09/24/2006,gpe,1,NaN,48,47,19.2
67810,28,2006,09,24,-70.4986,42.3874,09/24/2006,gpe,8,NaN,48,40,19.6
67810,29,2006,09,24,-70.5001,42.3854,09/24/2006,gpe,1,NaN,48,47,19.4
67810,30,2006,09,25,-70.4964,42.3942,09/25/2006,gpe,1,NaN,72,71,19.4
67810,31,2006,09,25,-70.4943,42.3869,09/25/2006,gpe,1,NaN,80,79,19.6
67810,32,2006,09,26,-70.4891,42.3994,09/26/2006,gpe,8,NaN,48,40,19.4
67810,33,2006,09,26,-70.4849,42.3961,09/26/2006,gpe,1,NaN,56,55,19.4
67810,34,2006,09,26,-70.4906,42.4034,09/26/2006,gpe,32,NaN,56,24,11.0
67810,37,2006,09,28,-70.4922,42.4059,09/28/2006,gpe,1,NaN,64,63,19.8
67810,38,2006,09,28,-70.4894,42.399,09/28/2006,gpe,1,NaN,64,63,20.0
67810,NaN,2006,10,10,-72.3574,40.7472,10/10/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,60,2006,10,12,-72.8155,39.7288,10/12/2006,gpe,1,NaN,56,55,19.0
67810,61,2006,10,12,-72.7216,39.9234,10/12/2006,gpe,1,NaN,64,63,19.55
67810,69,2006,10,20,-73.0348,38.9144,10/20/2006,gpe,1,NaN,64,63,17.6
67810,70,2006,10,20,-73.1736,38.5618,10/20/2006,gpe,1,NaN,64,63,17.6
67810,77,2006,10,23,-73.6785,38.1079,10/23/2006,gpe,1,NaN,56,55,17.0
67810,78,2006,10,23,-73.438,38.2192,10/23/2006,gpe,1,NaN,48,47,17.0
67810,89,2006,10,31,-73.5336,37.2325,10/31/2006,gpe,8,NaN,40,32,16.2
67810,90,2006,10,31,-73.6987,37.3036,10/31/2006,gpe,8,NaN,40,32,16.2
67810,91,2006,10,31,-73.7167,37.5594,10/31/2006,gpe,1,NaN,40,39,16.2
67810,95,2006,11,06,-73.9736,36.8893,11/06/2006,gpe,24,NaN,48,24,15.2
67810,96,2006,11,06,-74.1875,36.5871,11/06/2006,gpe,16,NaN,48,32,15.4
67810,97,2006,11,06,-74.1625,36.7635,11/06/2006,gpe,16,NaN,48,32,15.6
67810,98,2006,11,07,-74.2117,36.4492,11/07/2006,gpe,8,NaN,48,40,15.4
67810,99,2006,11,07,-74.2018,36.4849,11/07/2006,gpe,1,NaN,40,39,15.375
67810,100,2006,11,07,-74.2059,36.5409,11/07/2006,gpe,1,NaN,48,47,15.2
67810,NaN,2006,11,08,-74.4864,36.3996,11/08/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2006,11,11,-74.6838,36.2383,11/11/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,115,2006,11,17,-75.0447,35.47,11/17/2006,gpe,1,NaN,40,39,15.8
67810,116,2006,11,17,-74.9028,35.7019,11/17/2006,gpe,1,NaN,32,31,15.6
67810,117,2006,11,17,-74.968,35.514,11/17/2006,gpe,1,NaN,24,23,15.6
67810,118,2006,11,17,-74.7721,35.8899,11/17/2006,gpe,1,NaN,16,15,15.8
67810,119,2006,11,18,-75.162,35.3184,11/18/2006,gpe,1,NaN,16,15,15.8
67810,120,2006,11,18,-75.1614,35.2962,11/18/2006,gpe,1,NaN,24,23,15.6
67810,121,2006,11,18,-75.1394,35.277,11/18/2006,gpe,1,NaN,24,23,15.6
67810,122,2006,11,18,-74.9905,35.2616,11/18/2006,gpe,1,NaN,24,23,15.6
67810,133,2006,11,27,-74.8972,34.4771,11/27/2006,gpe,1,NaN,40,39,14.825
67810,134,2006,11,27,-74.8626,34.552,11/27/2006,gpe,8,NaN,40,32,14.8
67810,135,2006,11,27,-74.9635,34.6569,11/27/2006,gpe,1,NaN,40,39,14.8
67810,136,2006,11,27,-74.9625,34.7885,11/27/2006,gpe,1,NaN,40,39,14.625
67810,140,2006,11,29,-75.1702,34.1854,11/29/2006,gpe,1,NaN,40,39,14.425
67810,141,2006,11,29,-75.1933,34.3144,11/29/2006,gpe,1,NaN,40,39,14.425
67810,142,2006,11,29,-75.0894,34.1026,11/29/2006,gpe,8,NaN,40,32,14.6
67810,143,2006,11,29,-75.0287,34.3661,11/29/2006,gpe,1,NaN,40,39,14.425
67810,144,2006,11,30,-75.3066,34.0915,11/30/2006,gpe,1,NaN,40,39,14.425
67810,145,2006,11,30,-75.2829,34.0836,11/30/2006,gpe,1,NaN,24,23,14.425
67810,146,2006,11,30,-75.4157,34.0745,11/30/2006,gpe,1,NaN,32,31,14.425
67810,147,2006,12,01,-75.2145,34.0038,12/01/2006,gpe,1,NaN,24,23,14.6
67810,148,2006,12,01,-75.3621,34.0479,12/01/2006,gpe,1,NaN,24,23,14.6
67810,NaN,2006,12,05,-75.222,33.8587,12/05/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,149,2006,12,06,-75.0743,33.603,12/06/2006,gpe,1,NaN,24,23,14.95
67810,150,2006,12,06,-75.1296,33.6538,12/06/2006,gpe,1,NaN,24,23,14.6
67810,151,2006,12,06,-75.1521,33.5675,12/06/2006,gpe,1,NaN,32,31,14.775
67810,152,2006,12,07,-75.0317,33.566,12/07/2006,gpe,1,NaN,32,31,14.6
67810,153,2006,12,07,-75.1079,33.52,12/07/2006,gpe,1,NaN,24,23,13.875
67810,154,2006,12,07,-75.0923,33.5995,12/07/2006,gpe,1,NaN,24,23,13.825
67810,155,2006,12,08,-74.9861,33.4457,12/08/2006,gpe,1,NaN,16,15,14.4
67810,156,2006,12,09,-75.1222,33.4407,12/09/2006,gpe,1,NaN,24,23,14.975
67810,157,2006,12,09,-75.0046,33.3808,12/09/2006,gpe,1,NaN,24,23,14.05
67810,158,2006,12,09,-75.104,33.3428,12/09/2006,gpe,1,NaN,16,15,14.0
67810,NaN,2006,12,12,-75.1325,33.3498,12/12/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,164,2006,12,13,-75.177,33.2307,12/13/2006,gpe,1,NaN,16,15,14.4
67810,165,2006,12,14,-75.2681,33.1979,12/14/2006,gpe,1,NaN,32,31,13.875
67810,166,2006,12,14,-75.3787,33.1582,12/14/2006,gpe,1,NaN,32,31,13.775
67810,167,2006,12,15,-75.4209,33.1502,12/15/2006,gpe,1,NaN,16,15,14.25
67810,168,2006,12,15,-75.437,33.0887,12/15/2006,gpe,1,NaN,16,15,14.425
67810,169,2006,12,15,-75.3461,33.1062,12/15/2006,gpe,1,NaN,32,31,14.0
67810,170,2006,12,15,-75.3919,33.1198,12/15/2006,gpe,1,NaN,24,23,13.6
67810,175,2006,12,18,-75.4458,33.1066,12/18/2006,gpe,1,NaN,16,15,14.2
67810,176,2006,12,19,-75.4823,33.0604,12/19/2006,gpe,1,NaN,16,15,14.425
67810,177,2006,12,19,-75.5727,33.0112,12/19/2006,gpe,1,NaN,8,7,14.8
67810,178,2006,12,19,-75.5574,33.0423,12/19/2006,gpe,1,NaN,16,15,14.8
67810,NaN,2006,12,26,-75.3654,32.8363,12/26/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2006,12,27,-75.3266,32.8902,12/27/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,182,2006,12,28,-75.3762,32.8662,12/28/2006,gpe,1,NaN,24,23,14.85
67810,183,2006,12,29,-75.3151,32.8761,12/29/2006,gpe,1,NaN,32,31,15.025
67810,NaN,2006,12,30,-75.4124,32.8903,12/30/2006,gpe,NaN,NaN,NaN,NaN,NaN
67810,186,2007,01,01,-75.3767,32.8272,01/01/2007,gpe,1,NaN,32,31,14.6
67810,187,2007,01,01,-75.3457,32.841,01/01/2007,gpe,1,NaN,24,23,15.175
67810,188,2007,01,01,-75.427,32.9032,01/01/2007,gpe,1,NaN,24,23,15.35
67810,189,2007,01,01,-75.3979,32.9889,01/01/2007,gpe,1,NaN,16,15,14.8
67810,198,2007,01,04,-75.457,32.8441,01/04/2007,gpe,1,NaN,16,15,14.65
67810,NaN,2007,01,05,-75.387,32.7434,01/05/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,199,2007,01,06,-75.3283,32.6579,01/06/2007,gpe,1,NaN,16,15,15.525
67810,200,2007,01,06,-75.3233,32.7093,01/06/2007,gpe,1,NaN,16,15,15.65
67810,201,2007,01,06,-75.3371,32.7425,01/06/2007,gpe,1,NaN,16,15,16.6
67810,206,2007,01,08,-75.0584,32.5433,01/08/2007,gpe,1,NaN,24,23,17.6
67810,207,2007,01,08,-75.2119,32.6277,01/08/2007,gpe,1,NaN,16,15,17.6
67810,208,2007,01,08,-75.0397,32.479,01/08/2007,gpe,1,NaN,24,23,17.8
67810,209,2007,01,08,-75.0558,32.4903,01/08/2007,gpe,1,NaN,16,15,17.425
67810,210,2007,01,09,-75.0459,32.5495,01/09/2007,gpe,1,NaN,24,23,17.4
67810,NaN,2007,01,12,-74.9712,32.5617,01/12/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,211,2007,01,13,-74.9244,32.5355,01/13/2007,gpe,1,NaN,16,15,15.675
67810,212,2007,01,14,-74.9163,32.519,01/14/2007,gpe,1,NaN,32,31,15.6
67810,213,2007,01,14,-74.93,32.5467,01/14/2007,gpe,1,NaN,24,23,16.2
67810,NaN,2007,01,17,-74.8489,32.5328,01/17/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2007,01,17,-74.8369,32.5293,01/17/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,217,2007,01,18,-74.7918,32.4592,01/18/2007,gpe,1,NaN,40,39,16.0
67810,218,2007,01,19,-74.7347,32.3365,01/19/2007,gpe,1,NaN,48,47,15.8
67810,219,2007,01,19,-74.8486,32.3075,01/19/2007,gpe,1,NaN,40,39,13.6
67810,220,2007,01,19,-74.8199,32.2374,01/19/2007,gpe,1,NaN,32,31,13.2
67810,221,2007,01,19,-74.8137,32.2972,01/19/2007,gpe,1,NaN,32,31,14.175
67810,222,2007,01,20,-75.2151,32.3467,01/20/2007,gpe,1,NaN,32,31,14.4
67810,223,2007,01,20,-75.112,32.3042,01/20/2007,gpe,1,NaN,32,31,14.4
67810,224,2007,01,20,-75.1967,32.2794,01/20/2007,gpe,1,NaN,32,31,14.2
67810,225,2007,01,20,-75.0986,32.339,01/20/2007,gpe,1,NaN,24,23,14.0
67810,230,2007,01,22,-75.2097,32.3034,01/22/2007,gpe,1,NaN,24,23,14.0
67810,231,2007,01,22,-75.1924,32.3501,01/22/2007,gpe,1,NaN,32,31,13.65
67810,232,2007,01,23,-75.2143,32.2823,01/23/2007,gpe,1,NaN,24,23,12.225
67810,233,2007,01,23,-75.1619,32.3174,01/23/2007,gpe,8,NaN,24,16,12.6
67810,NaN,2007,01,27,-75.4749,32.1877,01/27/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2007,01,28,-75.6379,32.0824,01/28/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2007,01,29,-75.8199,32.0781,01/29/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2007,01,30,-76.0885,32.0824,01/30/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2007,01,31,-76.0078,32.0743,01/31/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,242,2007,02,01,-75.9976,32.01,02/01/2007,gpe,1,NaN,16,15,13.15
67810,243,2007,02,01,-75.9561,32.0574,02/01/2007,gpe,1,NaN,24,23,12.4
67810,247,2007,02,04,-76.213,31.9837,02/04/2007,gpe,1,NaN,16,15,12.925
67810,248,2007,02,04,-76.1871,31.9417,02/04/2007,gpe,1,NaN,16,15,12.575
67810,249,2007,02,04,-76.1182,31.9248,02/04/2007,gpe,1,NaN,16,15,13.6
67810,NaN,2007,02,05,-76.0707,31.8591,02/05/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,NaN,2007,02,10,-76.2177,31.8293,02/10/2007,gpe,NaN,NaN,NaN,NaN,NaN
67810,279,2007,02,23,-76.7045,31.9005,02/23/2007,gpe,1,NaN,24,23,13.175
